¢#0,£#75409,¥#372,¤#93574
¢#0,£#7431,¤#18
¢#0,£#4994,¤#95
¢#0,£#2468,¥#789,¤#67163
¢#0,£#25,¤#7386
¢#0,£#884,¤#160526
¢#0,£#982,¤#87391
¢#0,£#2536,¤#15158
¢#0,£#5367,¤#66215
¢#0,£#1237,¤#915
¢#0,£#41,¥#1246,£#11920,¥#763,¤#244479
¢#0,£#204,¤#90
¢#0,©#1194,¢#14,£#121,¥#4361,¤#79562
¢#0,£#105,¥#7747,£#54591,¥#11,£#11457,¤#59
¢#0,£#53,¥#29582,¤#1529175
¢#0,£#14415,¤#6809
¢#0,£#1455,¤#312
¥#0,¤#782907
¢#0,£#15119,¥#581294,¤#1217430
¢#0,£#85479,¥#77748,£#670,£#36,¤#4995
¢#0,£#113,¤#66059
¢#0,£#454,¤#4121
¢#0,£#10114,§#3522,¤#89726
¢#0,£#68083,¤#20831
¢#0,£#4032,¤#18
¢#0,£#125,¤#1110
¢#0,£#226978,¥#191,£#175940,¤#1308
¢#0,£#725,¤#380
¢#0,£#1606,¤#70183
¢#0,£#5067,¥#2280,£#16749,¤#2
¢#0,£#61977,¤#602
¢#0,£#13729,¤#560
¢#0,£#76431,¤#19220
¢#0,£#12,¤#357383
¢#0,£#8733,¤#186400
¢#0,£#54735,¤#7849
¢#0,£#97745,¤#337482
¢#0,£#74108,¤#4383
¢#0,£#308,¤#10341
¢#0,£#73168,¤#622210
¢#0,£#15952,¤#417124
¢#0,£#9521,§#343947,¤#1203721
¢#0,£#144,¤#2527
¢#0,£#121,¤#1264
¢#0,£#6468,¤#68517
¢#0,£#5971,¤#75231
¢#0,£#3386,¥#225,¤#495686
¢#0,£#9017,¤#542
¢#0,£#2523,¤#523
¢#0,£#2580,¤#725
¢#0,£#83071,¤#558
¢#0,£#72680,¤#32
¢#0,£#3833,¤#1260
¢#0,£#77328,¤#88309
¢#0,£#1598,¤#568
¢#0,£#601,¤#89189
¢#0,£#82,¤#151
¢#0,£#12997,¤#112
¢#0,£#56206,¤#118703
¢#0,¢#10,£#1470,¤#59864
¢#0,£#5640,¤#22404
¢#0,£#419,¤#9874
¢#0,¦#155,£#69386,¤#180
¢#0,£#188409,¨#1019794,£#10,¤#10
¢#0,£#4938,¤#18734
¢#0,£#14835,¨#106,¤#422172
¢#0,£#844,¤#236514
¢#0,£#15,¤#74724
¢#0,£#7167,¤#81727
¢#0,£#1246,¤#2394
¢#0,£#2110,¤#5200
¢#0,£#31,¤#191917
¢#0,£#4781,¤#17344
¢#0,£#94643,¤#25
¢#0,£#11474,¥#3262,¤#260039
¢#0,£#69917,¥#316,¤#89234
¢#0,£#482,¤#788
¢#0,£#645,¤#918
¢#0,£#10592,¤#10
¢#0,£#3837,¤#2775
¢#0,£#11658,¥#96,£#63750,¤#84747
¢#0,£#29711,£#236298,¤#18731
¢#0,£#258381,¤#20574
¢#0,£#7565,¥#6597,¤#146733
¢#0,£#1010,¤#85693
¢#0,£#164721,¤#479
¢#0,£#2224,¤#1817
¢#0,£#1449,¥#59273,¥#89385,¤#9725
¢#0,£#3157,¥#9807,¤#6448
¢#0,£#250270,¤#106408
¢#0,£#262867,¤#3629442
¢#0,£#74814,¥#157169,¤#22848
¢#0,£#58276,¤#4253
¢#0,£#18,¤#330
¢#0,£#416875,¥#14214,¤#148364
¢#0,£#92840,¥#1131338,¤#590589
¢#0,£#11852,¤#74651
¢#0,£#28,¥#3476,£#65449,¥#2,¤#539081
¢#0,£#1366,¥#4828,¤#84962
¢#0,£#3418,¥#60961,¤#23406
¢#0,£#5455,¤#13
¢#0,£#130,¤#134
¢#0,£#10878,¤#629
¢#0,£#305,¥#206,¤#433818
¢#0,£#259,¤#1732
¢#0,¢#16,£#8853,¥#383,¤#88585
¢#0,£#66566,¥#8574,¤#95334
¢#0,£#67489,¤#102881
¢#0,£#5770,¤#81473
¢#0,£#56748,¥#10,¤#26208
¢#0,£#62876,¥#615,§#353580,¤#699460
¢#0,£#18026,¥#50,¤#83516
¢#0,£#5136,¥#10725,¤#946
¢#0,£#4857,¤#3811
¢#0,£#11886,¥#4120,£#81334,¤#7070
¢#0,£#94945,£#84786,¤#174348
¢#0,£#65939,¤#430390
¢#0,£#305,¤#163253
¢#0,£#3184,¤#321556
¢#0,£#11792,¤#185
¢#0,£#2317,¤#3301
¢#0,£#530,¤#3809
¢#0,£#53766,¤#1892
¢#0,£#2110,¤#425
¢#0,£#97496,¤#248829
¢#0,£#66538,¤#26221
¢#0,£#10107,¤#567
£#0,¤#782962
¢#0,£#58690,¤#21006
¢#0,£#2113,¤#19205
¢#0,£#1532,¥#102,¤#19286
¢#0,£#6205,§#244404,ª#11,£#5437413,¤#14
¢#0,£#46,¤#11841
¢#0,£#3150,¤#3154
¢#0,£#10135,¥#177,¤#676070
¢#0,£#4134,¤#1907
¢#0,£#1357,¤#4080
¢#0,£#2428,¤#341558
¢#0,£#1092,¤#208
¢#0,£#6602,£#432548,¤#78676
¢#0,£#2898,¥#163777,¤#22089
¢#0,£#87493,¤#1224
¢#0,£#11546,¤#8061
¢#0,£#2010,£#252143,¤#2835
¢#0,£#2196,¤#760
¢#0,£#62510,¤#177482
¢#0,£#89050,¤#613506
¢#0,£#1442,£#1034,¤#90821
¢#0,¢#25,£#1552,¤#83114
¢#0,£#33,¤#9891
¢#0,£#1840,¤#3145
¢#0,£#4214,¤#267
¢#0,£#55418,¥#7237,£#278287,¥#406856,¤#433783
¢#0,£#70084,¤#187938
¢#0,£#57188,¥#22114,¤#89493
¢#0,£#4275,¤#53183
¢#0,£#1172,¤#5885
¢#0,¥#66,¢#129,£#8436,¥#11154,£#67414,¤#7
¢#0,£#68251,¤#529303
¢#0,£#4291,¤#17
¢#0,£#3932,¤#233
¢#0,£#8355,¥#7478,¥#65134,£#73,£#22208,¤#63058
¢#0,£#19571,£#241702,¥#105453,£#170659,¤#16
¢#0,£#8703,¥#5,£#86352,¥#9991,£#406122,¤#8988
¢#0,£#80721,¤#331973
¢#0,£#81321,¤#275
¢#0,£#515,¤#5194
¢#0,£#283,¤#76662
¢#0,£#80938,¤#1886
¢#0,£#664,¤#405015
¢#0,£#8921,¤#64079
¢#0,£#65800,¥#96379,¤#365657
¢#0,£#58239,¤#2
¢#0,£#2449,¤#9667
¢#0,£#39,¤#4166
¢#0,£#3441,¤#2715
¢#0,£#29,¤#1921
¢#0,£#92232,£#11,¤#77254
¢#0,£#16807,¤#310
¢#0,£#3131,¤#16690
¢#0,£#220,¤#275
¢#0,£#3340,¤#990
¢#0,£#4410,¤#419
¢#0,£#240,¤#13151
¢#0,£#1915,¥#475,¤#236062
¢#0,£#94757,¤#72818
¢#0,£#1109,£#69913,¤#0
¢#0,£#133,¤#155693
¢#0,£#461,¥#1137,¤#2410
¢#0,£#73263,¤#372
¢#0,£#165458,§#1029,ª#968633,£#8,¤#396
¢#0,£#27661,¤#172100
¢#0,£#67577,¤#338210
¢#0,£#79517,¤#275
¢#0,£#131,¤#21594
¢#0,¢#10329,£#90,¥#505,¤#3451
¢#0,£#5352,¤#518911
¢#0,£#310,¥#20716,¤#156283
¢#0,£#4839,¤#765
¢#0,£#501,¤#13412
¢#0,£#454,¤#5724
¢#0,£#698,¥#31578,£#2649290,¤#20
¢#0,£#8742,¥#85838,¤#681169
¢#0,£#88419,¥#455252,¤#1902081
¢#0,£#58,¥#201,¤#4979
¢#0,£#1135,¤#325
¢#0,£#66192,¤#2677
¢#0,£#18290,¤#151833
¢#0,£#1880,¤#950
¢#0,£#1664,¥#14503,¤#855677
¢#0,£#76351,¤#15154
¢#0,£#5570,¤#60328
¢#0,£#61889,¤#9811
¢#0,£#660,¤#20
¢#0,£#102045,¤#73516
¢#0,£#17916,¤#79251
¢#0,£#4802,¥#7794,£#250861,¥#6,£#356762,¤#164
¢#0,£#138,¥#8020,¥#341980,¤#72628
¢#0,£#262200,¤#4050
¢#0,£#3689,¥#9,¤#1146
¢#0,£#17637,¤#450
¢#0,£#266,¥#1798,¤#5671
¢#0,£#6189,¤#1445
¢#0,£#5034,£#2087,§#1756,ª#1210271,¤#1
¢#0,£#2742,¤#76
¢#0,£#15717,¥#84855,¤#864197
¢#0,£#14900,¤#304
¢#0,£#230,¤#635
¢#0,£#234488,¥#19756,¤#244616
¢#0,£#2216,¤#2461
¢#0,£#474,¤#257657
¢#0,£#2617,¤#2234
¢#0,£#7225,¤#1323
¢#0,£#4000,¤#4451
¢#0,£#166932,¥#101,£#1144,¥#85191,£#243019,¥#26,¤#85516
¢#0,£#8564,¥#506,¤#496968
¢#0,£#11378,¤#11
¢#0,£#61692,¤#18581
¢#0,£#14,¤#1584
¢#0,£#9752,¤#249
¢#0,£#5920,¤#3889
¢#0,£#876,¥#13151,¤#177145
¢#0,£#2290,¤#66
¢#0,£#25819,¤#30
¢#0,£#12365,¤#267130
¢#0,£#3363,¤#349219
¢#0,£#71868,¤#568
¢#0,£#11819,¤#118
¢#0,£#5020,¥#2601,¤#22571
¢#0,£#60,¤#13188
¢#0,£#284,¤#384
¢#0,£#69765,¤#23561
¢#0,£#1135,¤#68991
¢#0,£#6169,¥#507069,¤#162529
¢#0,£#3352,¥#85600,¤#1290983
¢#0,£#208,¤#11229
¢#0,£#460,¤#245
¢#0,£#442,¤#113
¢#0,£#715,¤#22101
¢#0,£#253454,¥#30325,£#233437,¤#4
¢#0,£#20630,¥#1374,¤#69410
¢#0,£#7186,¤#371273
¢#0,£#10,¥#489,¤#9863
¢#0,£#1659,¤#84885
¢#0,£#3164,¤#444
¢#0,£#13711,¤#1275
¢#0,£#225,¤#13561
¢#0,£#208,¤#1344
¢#0,£#7902,¤#262917
¢#0,£#85405,¤#17350
¢#0,£#4029,¤#1254
¢#0,£#2592,¤#65267
¢#0,£#241945,¤#362050
¢#0,£#81166,¥#85660,¤#264091
¢#0,£#4612,¤#13319
¢#0,£#560,¤#15063
¢#0,£#7026,¤#1804
¢#0,£#2600,¤#6909
¢#0,£#373,¤#59
¢#0,£#220,¤#11314
¢#0,£#1020,¥#5245,¤#88989
¢#0,£#1963,¥#14270,¥#423131,¤#104177
¢#0,£#41,¨#957396,¤#2091099
¢#0,£#1018,¤#12537
¢#0,£#210,¤#8842
¢#0,£#68301,¤#3
¢#0,£#45,£#20,¤#1500
¢#0,£#102805,¤#321993
¢#0,£#75945,¤#420465
¢#0,£#10172,¤#3749
¢#0,£#3448,¤#61432
¢#0,£#257,¤#341
¢#0,¢#219,£#686,¥#68840,¥#12916,¤#66
¢#0,£#9316,¥#130,¤#839929
¢#0,£#61823,¤#10450
¢#0,£#11847,¤#244209
¢#0,£#325,£#157,¤#1556
¢#0,£#20914,¥#1472,£#756068,¤#1956
¢#0,£#61830,¥#454546,¤#84160
¢#0,£#58153,¥#106545,£#2054378,¤#59
¢#0,£#3896,¤#11
¢#0,£#5308,¤#3544323
¢#0,£#71463,£#10,¤#620139
¢#0,£#1703,¥#145212,¤#4425
¢#0,£#179,¥#262376,¤#340510
¢#0,£#1465,¤#1113
¢#0,£#341,¤#613
¢#0,£#6485,¥#17,¤#338078
¢#0,£#5349,¤#911
¢#0,£#85812,¤#53
¢#0,£#409,¤#784
¢#0,£#15,¥#3175,¤#66131
¢#0,£#3166,¤#5187
¢#0,£#2165,¤#3146
¢#0,£#242776,¤#289
¢#0,£#7034,¤#186030
¢#0,£#4147,¤#93498
¢#0,£#1032,¤#6416
¢#0,£#1568,¤#10890
¢#0,£#12461,¤#165
¢#0,£#89690,¨#73081,¤#10998
¢#0,£#13374,¥#340,¤#235056
¢#0,£#59713,§#540746,ª#26,¤#1972285
¢#0,£#7694,¨#153,¤#833189
¢#0,£#106583,¤#87692
¢#0,£#262252,¤#87477
¢#0,£#56738,£#1090,£#3041,£#196946,¨#492199,£#624332,£#6818,¤#325267
¢#0,£#31,¤#161
¢#0,£#22925,¤#493982
¢#0,£#3615,¤#772
¢#0,£#17770,¥#163814,¤#341695
¢#0,£#2802,¤#8595
¢#0,£#506,¤#328
¢#0,£#336,¤#4399
¢#0,£#52902,¨#550961,¤#755316
¢#0,£#64804,¤#86163
¢#0,£#922,¤#24067
¢#0,£#255087,¤#107350
¢#0,£#16337,¤#506
¢#0,£#7450,¥#10451,§#412808,ª#8545466,«#88091,«#3201320,£#2412103,¥#5161,£#18359,¤#41
¢#0,£#5298,¤#724
¢#0,£#62233,¤#28078
¢#0,£#233097,¤#7472
¢#0,£#2859,¤#13873
¢#0,£#6504,¤#12517
¢#0,£#199,¤#2089
¢#0,£#2834,¥#283,¤#175244
¢#0,£#721,¤#360
¢#0,£#283,¤#75652
¢#0,£#56,¥#8130,¤#421977
¢#0,£#1665,¤#32
¢#0,£#23,¤#1823
¢#0,£#535,¤#90300
¢#0,£#367,¥#151784,£#102042,¥#243909,¤#200378
¢#0,£#60857,¤#2867
¢#0,¦#56218,£#4671,¤#240
¢#0,£#485,¤#96
¢#0,£#1178,¤#100
¢#0,£#2328,¤#96180
¢#0,£#910,¥#920,¤#106196
¢#0,£#173,¤#1110
¢#0,£#57300,§#102091,ª#6375588,¤#5451011
¢#0,£#5810,¤#11362
¢#0,£#5722,¤#67
¢#0,£#73943,¤#11
¢#0,£#10,¤#2896
©#0,¢#55,£#95,¤#435
¢#0,£#453,¥#1451,£#57808,¤#9354
¢#0,£#58999,¤#106675
¢#0,£#15626,¥#100,£#2497,¤#152321
¢#0,£#1267,¤#2512
¢#0,£#293,¤#5427
¢#0,£#523,¥#241533,¤#183204
¢#0,£#14189,¤#232932
¢#0,£#1490,¤#3970
¢#0,£#19,¤#4043
¢#0,£#332724,¥#541308,¤#1528086
¢#0,£#62532,¤#455559
¢#0,£#33,¤#13367
¢#0,£#52508,¤#24961
¢#0,£#6,¤#3108
¢#0,£#7326,¥#171170,¤#68357
¢#0,£#230,¥#1071,¤#276006
¢#0,£#106,¤#20745
¢#0,£#11484,¥#259330,¤#932611
¢#0,£#103883,¨#89497,£#239155,¤#785882
¢#0,£#4045,¤#2350
¢#0,£#4203,¤#170528
¢#0,£#9621,¥#27,¤#1124024
¢#0,£#351,¤#80166
¢#0,£#12895,¤#317811
¢#0,£#249705,¤#4478
¢#0,£#4009,¤#7196
¢#0,£#371,¤#65040
¢#0,£#6355,¤#80
¢#0,£#39,£#47,¤#1
¢#0,£#6254,¤#68
¢#0,£#52103,¤#3162
¢#0,£#55704,¤#2670
¢#0,£#4070,¤#519948
¢#0,£#76586,¤#4651
¢#0,£#10,¤#4845
¢#0,£#2304,¥#56157,¤#2758
¢#0,£#29,¤#132
¢#0,£#1411,¤#820
¢#0,£#4557,¤#18522
¢#0,£#823,¥#2563,¤#189075
¢#0,£#2217,¤#27
¢#0,£#14223,¤#3115
¢#0,£#1014,¤#165164
¢#0,£#467,¥#987,¤#19908
¢#0,£#33,¤#88784
¢#0,£#9221,¤#570
¢#0,£#1499,¥#10989,£#75734,¤#1823
¢#0,£#518,¥#2457,¤#86416
¢#0,£#38,¨#53,£#2163163,¤#51
¢#0,£#3441,¥#2015,¤#4830
¢#0,£#29888,¥#1523811,¤#1922405
¢#0,¢#60,£#518,¤#3354
¢#0,£#401825,¥#486,£#375190,¨#42,¤#1200797
¢#0,£#18694,¥#1209,¤#330110
¢#0,£#1225,£#6102,¤#1543
¢#0,£#163139,¤#110
¢#0,£#521,¤#2348
¢#0,£#67052,¤#640
¢#0,£#101501,¤#3366
¢#0,£#470,¤#20277
¢#0,£#3475,¤#1918
¢#0,£#11329,¥#79623,£#71879,£#918,¤#17758
¢#0,£#25,¥#89905,¨#78456,¤#4240808
¢#0,£#73341,¤#15369
¢#0,¢#66,£#312,¤#69402
¢#0,£#62589,¤#419
¢#0,£#302,¤#81486
¢#0,£#18388,¥#5,¤#1133
¢#0,£#1073,¤#31
¥#0,¤#782907
¢#0,£#89882,¤#433279
¢#0,£#17344,¥#1058,¥#244568,£#9,¥#171155,£#930,¥#101879,¤#683718
¢#0,£#161,¤#754
£#0,¤#782962
¢#0,£#8598,¤#10376
¢#0,£#1025,£#181346,¤#22218
¢#0,£#63,¥#1138,¤#2483
¢#0,£#1448,¨#19291,¤#592425
¢#0,£#22911,£#324409,¥#22559,¤#510968
¢#0,£#76240,¤#143
¢#0,£#176,¤#5759
¢#0,£#253,¤#3586
¢#0,£#2617,¥#696611,£#788124,¤#82
¢#0,£#262786,¤#930597
¢#0,£#7440,¥#12635,¤#849244
¢#0,£#207,¥#195,¤#11756
¢#0,£#103296,¤#62460
